[TsDigitalMultiMeterViewer Ver.19.0.0 : Auto save Log-1 [@HID Multimeter] : Date 05:11:48];Geoelectric Helix Radar;Geoelectric Helix Radar
 Elapsed time | Main Value               | Mode  | Date Time
     2:00'01" ; DC    ;  69,700 ;     mV ;       ; 05:11:48
     2:44'04" ; DC    ;  68,670 ;     mV ;       ; 05:55:51
     2:44'05" ; DC    ;  68,678 ;     mV ;       ; 05:55:52
     2:44'06" ; DC    ;  68,672 ;     mV ;       ; 05:55:53
     2:44'07" ; DC    ;  68,680 ;     mV ;       ; 05:55:54
     2:44'08" ; DC    ;  68,668 ;     mV ;       ; 05:55:55
     2:44'09" ; DC    ;  68,670 ;     mV ;       ; 05:55:56
     2:44'10" ; DC    ;  68,670 ;     mV ;       ; 05:55:57
     2:44'11" ; DC    ;  68,678 ;     mV ;       ; 05:55:58
     2:44'12" ; DC    ;  68,683 ;     mV ;       ; 05:55:59
     2:44'13" ; DC    ;  68,674 ;     mV ;       ; 05:56:00
     2:44'14" ; DC    ;  68,680 ;     mV ;       ; 05:56:01
     2:44'15" ; DC    ;  68,688 ;     mV ;       ; 05:56:02
     2:44'16" ; DC    ;  68,695 ;     mV ;       ; 05:56:03
     2:44'17" ; DC    ;  68,720 ;     mV ;       ; 05:56:04
     2:44'18" ; DC    ;  68,730 ;     mV ;       ; 05:56:05
     2:44'19" ; DC    ;  68,740 ;     mV ;       ; 05:56:06
     2:44'20" ; DC    ;  68,738 ;     mV ;       ; 05:56:07
     2:44'21" ; DC    ;  68,694 ;     mV ;       ; 05:56:08
     2:44'22" ; DC    ;  68,696 ;     mV ;       ; 05:56:09
     2:44'23" ; DC    ;  68,713 ;     mV ;       ; 05:56:10
     2:44'24" ; DC    ;  68,698 ;     mV ;       ; 05:56:11
     2:44'25" ; DC    ;  68,678 ;     mV ;       ; 05:56:12
     2:44'26" ; DC    ;  68,690 ;     mV ;       ; 05:56:13
     2:44'27" ; DC    ;  68,678 ;     mV ;       ; 05:56:14
     2:44'28" ; DC    ;  68,678 ;     mV ;       ; 05:56:15
     2:44'29" ; DC    ;  68,680 ;     mV ;       ; 05:56:16
     2:44'30" ; DC    ;  68,684 ;     mV ;       ; 05:56:17
     2:44'31" ; DC    ;  68,682 ;     mV ;       ; 05:56:18
     2:44'32" ; DC    ;  68,680 ;     mV ;       ; 05:56:19
     2:44'33" ; DC    ;  68,692 ;     mV ;       ; 05:56:20
     2:44'34" ; DC    ;  68,683 ;     mV ;       ; 05:56:21
     2:44'35" ; DC    ;  68,694 ;     mV ;       ; 05:56:22
     2:44'36" ; DC    ;  68,685 ;     mV ;       ; 05:56:23
     2:44'37" ; DC    ;  68,686 ;     mV ;       ; 05:56:24
     2:44'38" ; DC    ;  68,670 ;     mV ;       ; 05:56:25
     2:44'39" ; DC    ;  68,670 ;     mV ;       ; 05:56:26
     2:44'40" ; DC    ;  68,678 ;     mV ;       ; 05:56:27
     2:44'41" ; DC    ;  68,684 ;     mV ;       ; 05:56:28
     2:44'42" ; DC    ;  68,663 ;     mV ;       ; 05:56:29
     2:44'43" ; DC    ;  68,656 ;     mV ;       ; 05:56:30
     2:44'44" ; DC    ;  68,675 ;     mV ;       ; 05:56:31
     2:44'45" ; DC    ;  68,682 ;     mV ;       ; 05:56:32
     2:44'46" ; DC    ;  68,678 ;     mV ;       ; 05:56:33
     2:44'47" ; DC    ;  68,672 ;     mV ;       ; 05:56:34
     2:44'48" ; DC    ;  68,674 ;     mV ;       ; 05:56:35
     2:44'49" ; DC    ;  68,678 ;     mV ;       ; 05:56:36
     2:44'50" ; DC    ;  68,690 ;     mV ;       ; 05:56:37
     2:44'51" ; DC    ;  68,683 ;     mV ;       ; 05:56:38
     2:44'52" ; DC    ;  68,690 ;     mV ;       ; 05:56:39
     2:44'53" ; DC    ;  68,680 ;     mV ;       ; 05:56:40
     2:44'54" ; DC    ;  68,682 ;     mV ;       ; 05:56:41
     2:44'55" ; DC    ;  68,698 ;     mV ;       ; 05:56:42
     2:44'56" ; DC    ;  68,665 ;     mV ;       ; 05:56:43
     2:44'57" ; DC    ;  68,664 ;     mV ;       ; 05:56:44
     2:44'58" ; DC    ;  68,683 ;     mV ;       ; 05:56:45
     2:44'59" ; DC    ;  68,674 ;     mV ;       ; 05:56:46
     2:45'00" ; DC    ;  68,680 ;     mV ;       ; 05:56:47
     2:45'01" ; DC    ;  68,680 ;     mV ;       ; 05:56:48
     2:45'02" ; DC    ;  68,690 ;     mV ;       ; 05:56:49
     2:45'03" ; DC    ;  68,683 ;     mV ;       ; 05:56:50
     2:45'04" ; DC    ;  68,686 ;     mV ;       ; 05:56:51
     2:45'05" ; DC    ;  68,678 ;     mV ;       ; 05:56:52
     2:45'06" ; DC    ;  68,680 ;     mV ;       ; 05:56:53
     2:45'07" ; DC    ;  68,688 ;     mV ;       ; 05:56:54
     2:45'08" ; DC    ;  68,690 ;     mV ;       ; 05:56:55
     2:45'09" ; DC    ;  68,682 ;     mV ;       ; 05:56:56
     2:45'10" ; DC    ;  68,685 ;     mV ;       ; 05:56:57
     2:45'11" ; DC    ;  68,680 ;     mV ;       ; 05:56:58
     2:45'12" ; DC    ;  68,665 ;     mV ;       ; 05:56:59
     2:45'13" ; DC    ;  68,686 ;     mV ;       ; 05:57:00
     2:45'14" ; DC    ;  68,705 ;     mV ;       ; 05:57:01
     2:45'15" ; DC    ;  68,704 ;     mV ;       ; 05:57:02
     2:45'16" ; DC    ;  68,688 ;     mV ;       ; 05:57:03
     2:45'17" ; DC    ;  68,682 ;     mV ;       ; 05:57:04
     2:45'18" ; DC    ;  68,696 ;     mV ;       ; 05:57:05
     2:45'19" ; DC    ;  68,673 ;     mV ;       ; 05:57:06
     2:45'20" ; DC    ;  68,683 ;     mV ;       ; 05:57:07
     2:45'21" ; DC    ;  68,682 ;     mV ;       ; 05:57:08
     2:45'22" ; DC    ;  68,676 ;     mV ;       ; 05:57:09
     2:45'23" ; DC    ;  68,698 ;     mV ;       ; 05:57:10
     2:45'24" ; DC    ;  68,694 ;     mV ;       ; 05:57:11
     2:45'25" ; DC    ;  68,693 ;     mV ;       ; 05:57:12
     2:45'26" ; DC    ;  68,698 ;     mV ;       ; 05:57:13
     2:45'27" ; DC    ;  68,690 ;     mV ;       ; 05:57:14
     2:45'28" ; DC    ;  68,686 ;     mV ;       ; 05:57:15
     2:45'29" ; DC    ;  68,663 ;     mV ;       ; 05:57:16
     2:45'30" ; DC    ;  68,656 ;     mV ;       ; 05:57:17
     2:45'31" ; DC    ;  68,670 ;     mV ;       ; 05:57:18
     2:45'32" ; DC    ;  68,688 ;     mV ;       ; 05:57:19
     2:45'33" ; DC    ;  68,655 ;     mV ;       ; 05:57:20
     2:45'34" ; DC    ;  68,714 ;     mV ;       ; 05:57:21
     2:45'35" ; DC    ;  68,718 ;     mV ;       ; 05:57:22
     2:45'36" ; DC    ;  68,692 ;     mV ;       ; 05:57:23
     2:45'37" ; DC    ;  68,700 ;     mV ;       ; 05:57:24
     2:45'38" ; DC    ;  68,678 ;     mV ;       ; 05:57:25
     2:45'39" ; DC    ;  68,688 ;     mV ;       ; 05:57:26
     2:45'40" ; DC    ;  68,690 ;     mV ;       ; 05:57:27
     2:45'41" ; DC    ;  68,688 ;     mV ;       ; 05:57:28
     2:45'42" ; DC    ;  68,680 ;     mV ;       ; 05:57:29
     2:45'43" ; DC    ;  68,682 ;     mV ;       ; 05:57:30
     2:45'44" ; DC    ;  68,695 ;     mV ;       ; 05:57:31
     2:45'45" ; DC    ;  68,702 ;     mV ;       ; 05:57:32
     2:45'46" ; DC    ;  68,713 ;     mV ;       ; 05:57:33
     2:45'47" ; DC    ;  68,704 ;     mV ;       ; 05:57:34
     2:45'48" ; DC    ;  68,712 ;     mV ;       ; 05:57:35
     2:45'49" ; DC    ;  68,720 ;     mV ;       ; 05:57:36
     2:45'50" ; DC    ;  68,714 ;     mV ;       ; 05:57:37
     2:45'51" ; DC    ;  68,718 ;     mV ;       ; 05:57:38
     2:45'52" ; DC    ;  68,724 ;     mV ;       ; 05:57:39
     2:45'53" ; DC    ;  68,738 ;     mV ;       ; 05:57:40
     2:45'54" ; DC    ;  68,740 ;     mV ;       ; 05:57:41
     2:45'55" ; DC    ;  68,728 ;     mV ;       ; 05:57:42
     2:45'56" ; DC    ;  68,723 ;     mV ;       ; 05:57:43
     2:45'57" ; DC    ;  68,712 ;     mV ;       ; 05:57:44
     2:45'58" ; DC    ;  68,708 ;     mV ;       ; 05:57:45
     2:45'59" ; DC    ;  68,692 ;     mV ;       ; 05:57:46
     2:46'00" ; DC    ;  68,710 ;     mV ;       ; 05:57:47
     2:46'01" ; DC    ;  68,708 ;     mV ;       ; 05:57:48
     2:46'02" ; DC    ;  68,724 ;     mV ;       ; 05:57:49
     2:46'03" ; DC    ;  68,738 ;     mV ;       ; 05:57:50
     2:46'04" ; DC    ;  68,706 ;     mV ;       ; 05:57:51
     2:46'05" ; DC    ;  68,696 ;     mV ;       ; 05:57:52
     2:46'06" ; DC    ;  68,688 ;     mV ;       ; 05:57:53
     2:46'07" ; DC    ;  68,698 ;     mV ;       ; 05:57:54
     2:46'08" ; DC    ;  68,690 ;     mV ;       ; 05:57:55
     2:46'09" ; DC    ;  68,696 ;     mV ;       ; 05:57:56
     2:46'10" ; DC    ;  68,692 ;     mV ;       ; 05:57:57
     2:46'11" ; DC    ;  68,688 ;     mV ;       ; 05:57:58
     2:46'12" ; DC    ;  68,676 ;     mV ;       ; 05:57:59
     2:46'13" ; DC    ;  68,695 ;     mV ;       ; 05:58:00
     2:46'14" ; DC    ;  68,692 ;     mV ;       ; 05:58:01
     2:46'15" ; DC    ;  68,698 ;     mV ;       ; 05:58:02
     2:46'16" ; DC    ;  68,680 ;     mV ;       ; 05:58:03
     2:46'17" ; DC    ;  68,680 ;     mV ;       ; 05:58:04
     2:46'18" ; DC    ;  68,672 ;     mV ;       ; 05:58:05
     2:46'19" ; DC    ;  68,665 ;     mV ;       ; 05:58:06
     2:46'20" ; DC    ;  68,646 ;     mV ;       ; 05:58:07
     2:46'21" ; DC    ;  68,660 ;     mV ;       ; 05:58:08
     2:46'22" ; DC    ;  68,693 ;     mV ;       ; 05:58:09
     2:46'23" ; DC    ;  68,698 ;     mV ;       ; 05:58:10
     2:46'24" ; DC    ;  68,698 ;     mV ;       ; 05:58:11
     2:46'25" ; DC    ;  68,698 ;     mV ;       ; 05:58:12
     2:46'26" ; DC    ;  68,670 ;     mV ;       ; 05:58:13
     2:46'27" ; DC    ;  68,635 ;     mV ;       ; 05:58:14
     2:46'28" ; DC    ;  68,614 ;     mV ;       ; 05:58:15
     2:46'29" ; DC    ;  68,625 ;     mV ;       ; 05:58:16
     2:46'30" ; DC    ;  68,638 ;     mV ;       ; 05:58:17
     2:46'31" ; DC    ;  68,618 ;     mV ;       ; 05:58:18
     2:46'32" ; DC    ;  68,624 ;     mV ;       ; 05:58:19
     2:46'33" ; DC    ;  68,618 ;     mV ;       ; 05:58:20
     2:46'34" ; DC    ;  68,612 ;     mV ;       ; 05:58:21
     2:46'35" ; DC    ;  68,616 ;     mV ;       ; 05:58:22
     2:46'36" ; DC    ;  68,610 ;     mV ;       ; 05:58:23
     2:46'37" ; DC    ;  68,606 ;     mV ;       ; 05:58:24
     2:46'38" ; DC    ;  68,580 ;     mV ;       ; 05:58:25
     2:46'39" ; DC    ;  68,612 ;     mV ;       ; 05:58:26
     2:46'40" ; DC    ;  68,618 ;     mV ;       ; 05:58:27
     2:46'41" ; DC    ;  68,596 ;     mV ;       ; 05:58:28
     2:46'42" ; DC    ;  68,585 ;     mV ;       ; 05:58:29
     2:46'43" ; DC    ;  68,582 ;     mV ;       ; 05:58:30
     2:46'44" ; DC    ;  68,582 ;     mV ;       ; 05:58:31
     2:46'45" ; DC    ;  68,583 ;     mV ;       ; 05:58:32
     2:46'46" ; DC    ;  68,592 ;     mV ;       ; 05:58:33
     2:46'47" ; DC    ;  68,580 ;     mV ;       ; 05:58:34
     2:46'48" ; DC    ;  68,580 ;     mV ;       ; 05:58:35
     2:46'49" ; DC    ;  68,585 ;     mV ;       ; 05:58:36
     2:46'50" ; DC    ;  68,604 ;     mV ;       ; 05:58:37
     2:46'51" ; DC    ;  68,614 ;     mV ;       ; 05:58:38
     2:46'52" ; DC    ;  68,613 ;     mV ;       ; 05:58:39
     2:46'53" ; DC    ;  68,622 ;     mV ;       ; 05:58:40
     2:46'54" ; DC    ;  68,643 ;     mV ;       ; 05:58:41
     2:46'55" ; DC    ;  68,646 ;     mV ;       ; 05:58:42
     2:46'56" ; DC    ;  68,643 ;     mV ;       ; 05:58:43
     2:46'57" ; DC    ;  68,622 ;     mV ;       ; 05:58:44
     2:46'58" ; DC    ;  68,616 ;     mV ;       ; 05:58:45
     2:46'59" ; DC    ;  68,630 ;     mV ;       ; 05:58:46
     2:47'00" ; DC    ;  68,618 ;     mV ;       ; 05:58:47
     2:47'01" ; DC    ;  68,634 ;     mV ;       ; 05:58:48
     2:47'02" ; DC    ;  68,628 ;     mV ;       ; 05:58:49
     2:47'03" ; DC    ;  68,615 ;     mV ;       ; 05:58:50
     2:47'04" ; DC    ;  68,612 ;     mV ;       ; 05:58:51
     2:47'05" ; DC    ;  68,602 ;     mV ;       ; 05:58:52
     2:47'06" ; DC    ;  68,603 ;     mV ;       ; 05:58:53
     2:47'07" ; DC    ;  68,618 ;     mV ;       ; 05:58:54
     2:47'08" ; DC    ;  68,630 ;     mV ;       ; 05:58:55
     2:47'09" ; DC    ;  68,606 ;     mV ;       ; 05:58:56
     2:47'10" ; DC    ;  68,588 ;     mV ;       ; 05:58:57
     2:47'11" ; DC    ;  68,618 ;     mV ;       ; 05:58:58
     2:47'12" ; DC    ;  68,618 ;     mV ;       ; 05:58:59
     2:47'13" ; DC    ;  68,638 ;     mV ;       ; 05:59:00
     2:47'14" ; DC    ;  68,645 ;     mV ;       ; 05:59:01
     2:47'15" ; DC    ;  68,608 ;     mV ;       ; 05:59:02
     2:47'16" ; DC    ;  68,613 ;     mV ;       ; 05:59:03
     2:47'17" ; DC    ;  68,614 ;     mV ;       ; 05:59:04
     2:47'18" ; DC    ;  68,625 ;     mV ;       ; 05:59:05
     2:47'19" ; DC    ;  68,624 ;     mV ;       ; 05:59:06
     2:47'20" ; DC    ;  68,635 ;     mV ;       ; 05:59:07
     2:47'21" ; DC    ;  68,618 ;     mV ;       ; 05:59:08
     2:47'22" ; DC    ;  68,616 ;     mV ;       ; 05:59:09
     2:47'23" ; DC    ;  68,610 ;     mV ;       ; 05:59:10
     2:47'24" ; DC    ;  68,606 ;     mV ;       ; 05:59:11
     2:47'25" ; DC    ;  68,608 ;     mV ;       ; 05:59:12
     2:47'26" ; DC    ;  68,616 ;     mV ;       ; 05:59:13
     2:47'27" ; DC    ;  68,620 ;     mV ;       ; 05:59:14
     2:47'28" ; DC    ;  68,624 ;     mV ;       ; 05:59:15
     2:47'29" ; DC    ;  68,630 ;     mV ;       ; 05:59:16
     2:47'30" ; DC    ;  68,638 ;     mV ;       ; 05:59:17
     2:47'31" ; DC    ;  68,622 ;     mV ;       ; 05:59:18
     2:47'32" ; DC    ;  68,633 ;     mV ;       ; 05:59:19
     2:47'33" ; DC    ;  68,618 ;     mV ;       ; 05:59:20
     2:47'34" ; DC    ;  68,630 ;     mV ;       ; 05:59:21
     2:47'35" ; DC    ;  68,643 ;     mV ;       ; 05:59:22
     2:47'36" ; DC    ;  68,632 ;     mV ;       ; 05:59:23
     2:47'37" ; DC    ;  68,633 ;     mV ;       ; 05:59:24
     2:47'38" ; DC    ;  68,626 ;     mV ;       ; 05:59:25
     2:47'39" ; DC    ;  68,608 ;     mV ;       ; 05:59:26
     2:47'40" ; DC    ;  68,602 ;     mV ;       ; 05:59:27
     2:47'41" ; DC    ;  68,605 ;     mV ;       ; 05:59:28
     2:47'42" ; DC    ;  68,610 ;     mV ;       ; 05:59:29
     2:47'43" ; DC    ;  68,624 ;     mV ;       ; 05:59:30
     2:47'44" ; DC    ;  68,625 ;     mV ;       ; 05:59:31
     2:47'45" ; DC    ;  68,626 ;     mV ;       ; 05:59:32
     2:47'46" ; DC    ;  68,618 ;     mV ;       ; 05:59:33
     2:47'47" ; DC    ;  68,620 ;     mV ;       ; 05:59:34
     2:47'48" ; DC    ;  68,608 ;     mV ;       ; 05:59:35
     2:47'49" ; DC    ;  68,580 ;     mV ;       ; 05:59:36
     2:47'50" ; DC    ;  68,568 ;     mV ;       ; 05:59:37
     2:47'51" ; DC    ;  68,594 ;     mV ;       ; 05:59:38
     2:47'52" ; DC    ;  68,573 ;     mV ;       ; 05:59:39
     2:47'53" ; DC    ;  68,556 ;     mV ;       ; 05:59:40
     2:47'54" ; DC    ;  68,562 ;     mV ;       ; 05:59:41
     2:47'55" ; DC    ;  68,595 ;     mV ;       ; 05:59:42
     2:47'56" ; DC    ;  68,588 ;     mV ;       ; 05:59:43
     2:47'57" ; DC    ;  68,595 ;     mV ;       ; 05:59:44
     2:47'58" ; DC    ;  68,590 ;     mV ;       ; 05:59:45
     2:47'59" ; DC    ;  68,610 ;     mV ;       ; 05:59:46
     2:48'00" ; DC    ;  68,625 ;     mV ;       ; 05:59:47
     2:48'01" ; DC    ;  68,615 ;     mV ;       ; 05:59:48
     2:48'02" ; DC    ;  68,604 ;     mV ;       ; 05:59:49
     2:48'03" ; DC    ;  68,620 ;     mV ;       ; 05:59:50
     2:48'04" ; DC    ;  68,640 ;     mV ;       ; 05:59:51
     2:48'05" ; DC    ;  68,636 ;     mV ;       ; 05:59:52
     2:48'06" ; DC    ;  68,618 ;     mV ;       ; 05:59:53
     2:48'07" ; DC    ;  68,608 ;     mV ;       ; 05:59:54
     2:48'08" ; DC    ;  68,618 ;     mV ;       ; 05:59:55
     2:48'09" ; DC    ;  68,618 ;     mV ;       ; 05:59:56
     2:48'10" ; DC    ;  68,626 ;     mV ;       ; 05:59:57
     2:48'11" ; DC    ;  68,625 ;     mV ;       ; 05:59:58
     2:48'12" ; DC    ;  68,620 ;     mV ;       ; 05:59:59
     2:48'13" ; DC    ;  68,638 ;     mV ;       ; 06:00:00
     2:48'14" ; DC    ;  68,634 ;     mV ;       ; 06:00:01
     2:48'15" ; DC    ;  68,625 ;     mV ;       ; 06:00:02
     2:48'16" ; DC    ;  68,628 ;     mV ;       ; 06:00:03
     2:48'17" ; DC    ;  68,612 ;     mV ;       ; 06:00:04
     2:48'18" ; DC    ;  68,630 ;     mV ;       ; 06:00:05
     2:48'19" ; DC    ;  68,632 ;     mV ;       ; 06:00:06
     2:48'20" ; DC    ;  68,628 ;     mV ;       ; 06:00:07
     2:48'21" ; DC    ;  68,608 ;     mV ;       ; 06:00:08
     2:48'22" ; DC    ;  68,604 ;     mV ;       ; 06:00:09
     2:48'23" ; DC    ;  68,605 ;     mV ;       ; 06:00:10
     2:48'24" ; DC    ;  68,586 ;     mV ;       ; 06:00:11
     2:48'25" ; DC    ;  68,593 ;     mV ;       ; 06:00:12
     2:48'26" ; DC    ;  68,598 ;     mV ;       ; 06:00:13
     2:48'27" ; DC    ;  68,600 ;     mV ;       ; 06:00:14
     2:48'28" ; DC    ;  68,596 ;     mV ;       ; 06:00:15
     2:48'29" ; DC    ;  68,588 ;     mV ;       ; 06:00:16
     2:48'30" ; DC    ;  68,593 ;     mV ;       ; 06:00:17
     2:48'31" ; DC    ;  68,598 ;     mV ;       ; 06:00:18
     2:48'32" ; DC    ;  68,600 ;     mV ;       ; 06:00:19
     2:48'33" ; DC    ;  68,598 ;     mV ;       ; 06:00:20
     2:48'34" ; DC    ;  68,595 ;     mV ;       ; 06:00:21
     2:48'35" ; DC    ;  68,594 ;     mV ;       ; 06:00:22
     2:48'36" ; DC    ;  68,588 ;     mV ;       ; 06:00:23
     2:48'37" ; DC    ;  68,595 ;     mV ;       ; 06:00:24
     2:48'38" ; DC    ;  68,602 ;     mV ;       ; 06:00:25
     2:48'39" ; DC    ;  68,598 ;     mV ;       ; 06:00:26
     2:48'40" ; DC    ;  68,586 ;     mV ;       ; 06:00:27
     2:48'41" ; DC    ;  68,590 ;     mV ;       ; 06:00:28
     2:48'42" ; DC    ;  68,585 ;     mV ;       ; 06:00:29
     2:48'43" ; DC    ;  68,590 ;     mV ;       ; 06:00:30
     2:48'44" ; DC    ;  68,603 ;     mV ;       ; 06:00:31
     2:48'45" ; DC    ;  68,570 ;     mV ;       ; 06:00:32
     2:48'46" ; DC    ;  68,560 ;     mV ;       ; 06:00:33
     2:48'47" ; DC    ;  68,578 ;     mV ;       ; 06:00:34
     2:48'48" ; DC    ;  68,592 ;     mV ;       ; 06:00:35
     2:48'49" ; DC    ;  68,613 ;     mV ;       ; 06:00:36
     2:48'50" ; DC    ;  68,606 ;     mV ;       ; 06:00:37
     2:48'51" ; DC    ;  68,615 ;     mV ;       ; 06:00:38
     2:48'52" ; DC    ;  68,624 ;     mV ;       ; 06:00:39
     2:48'53" ; DC    ;  68,575 ;     mV ;       ; 06:00:40
     2:48'54" ; DC    ;  68,586 ;     mV ;       ; 06:00:41
     2:48'55" ; DC    ;  68,550 ;     mV ;       ; 06:00:42
     2:48'56" ; DC    ;  68,573 ;     mV ;       ; 06:00:43
     2:48'57" ; DC    ;  68,548 ;     mV ;       ; 06:00:44
     2:48'58" ; DC    ;  68,548 ;     mV ;       ; 06:00:45
     2:48'59" ; DC    ;  68,564 ;     mV ;       ; 06:00:46
     2:49'00" ; DC    ;  68,572 ;     mV ;       ; 06:00:47
     2:49'01" ; DC    ;  68,585 ;     mV ;       ; 06:00:48
     2:49'02" ; DC    ;  68,592 ;     mV ;       ; 06:00:49
     2:49'03" ; DC    ;  68,573 ;     mV ;       ; 06:00:50
     2:49'04" ; DC    ;  68,580 ;     mV ;       ; 06:00:51
     2:49'05" ; DC    ;  68,585 ;     mV ;       ; 06:00:52
     2:49'06" ; DC    ;  68,602 ;     mV ;       ; 06:00:53
     2:49'07" ; DC    ;  68,608 ;     mV ;       ; 06:00:54
     2:49'08" ; DC    ;  68,596 ;     mV ;       ; 06:00:55
     2:49'09" ; DC    ;  68,600 ;     mV ;       ; 06:00:56
     2:49'10" ; DC    ;  68,593 ;     mV ;       ; 06:00:57
     2:49'11" ; DC    ;  68,596 ;     mV ;       ; 06:00:58
     2:49'12" ; DC    ;  68,605 ;     mV ;       ; 06:00:59
     2:49'13" ; DC    ;  68,596 ;     mV ;       ; 06:01:00
     2:49'14" ; DC    ;  68,594 ;     mV ;       ; 06:01:01
     2:49'15" ; DC    ;  68,603 ;     mV ;       ; 06:01:02
     2:49'16" ; DC    ;  68,608 ;     mV ;       ; 06:01:03
     2:49'17" ; DC    ;  68,585 ;     mV ;       ; 06:01:04
     2:49'18" ; DC    ;  68,604 ;     mV ;       ; 06:01:05
     2:49'19" ; DC    ;  68,610 ;     mV ;       ; 06:01:06
     2:49'20" ; DC    ;  68,618 ;     mV ;       ; 06:01:07
     2:49'21" ; DC    ;  68,623 ;     mV ;       ; 06:01:08
     2:49'22" ; DC    ;  68,616 ;     mV ;       ; 06:01:09
     2:49'23" ; DC    ;  68,618 ;     mV ;       ; 06:01:10
     2:49'24" ; DC    ;  68,632 ;     mV ;       ; 06:01:11
     2:49'25" ; DC    ;  68,633 ;     mV ;       ; 06:01:12
     2:49'26" ; DC    ;  68,644 ;     mV ;       ; 06:01:13
     2:49'27" ; DC    ;  68,640 ;     mV ;       ; 06:01:14
     2:49'28" ; DC    ;  68,648 ;     mV ;       ; 06:01:15
     2:49'29" ; DC    ;  68,622 ;     mV ;       ; 06:01:16
     2:49'30" ; DC    ;  68,640 ;     mV ;       ; 06:01:17
     2:49'31" ; DC    ;  68,628 ;     mV ;       ; 06:01:18
     2:49'32" ; DC    ;  68,645 ;     mV ;       ; 06:01:19
     2:49'33" ; DC    ;  68,646 ;     mV ;       ; 06:01:20
     2:49'34" ; DC    ;  68,656 ;     mV ;       ; 06:01:21
     2:49'35" ; DC    ;  68,648 ;     mV ;       ; 06:01:22
     2:49'36" ; DC    ;  68,642 ;     mV ;       ; 06:01:23
     2:49'37" ; DC    ;  68,640 ;     mV ;       ; 06:01:24
     2:49'38" ; DC    ;  68,630 ;     mV ;       ; 06:01:25
     2:49'39" ; DC    ;  68,640 ;     mV ;       ; 06:01:26
     2:49'40" ; DC    ;  68,644 ;     mV ;       ; 06:01:27
     2:49'41" ; DC    ;  68,673 ;     mV ;       ; 06:01:28
     2:49'42" ; DC    ;  68,660 ;     mV ;       ; 06:01:29
     2:49'43" ; DC    ;  68,654 ;     mV ;       ; 06:01:30
     2:49'44" ; DC    ;  68,653 ;     mV ;       ; 06:01:31
     2:49'45" ; DC    ;  68,644 ;     mV ;       ; 06:01:32
     2:49'46" ; DC    ;  68,643 ;     mV ;       ; 06:01:33
     2:49'47" ; DC    ;  68,636 ;     mV ;       ; 06:01:34
     2:49'48" ; DC    ;  68,623 ;     mV ;       ; 06:01:35
     2:49'49" ; DC    ;  68,642 ;     mV ;       ; 06:01:36
     2:49'50" ; DC    ;  68,633 ;     mV ;       ; 06:01:37
     2:49'51" ; DC    ;  68,632 ;     mV ;       ; 06:01:38
     2:49'52" ; DC    ;  68,648 ;     mV ;       ; 06:01:39
     2:49'53" ; DC    ;  68,644 ;     mV ;       ; 06:01:40
     2:49'54" ; DC    ;  68,646 ;     mV ;       ; 06:01:41
     2:49'55" ; DC    ;  68,655 ;     mV ;       ; 06:01:42
     2:49'56" ; DC    ;  68,664 ;     mV ;       ; 06:01:43
     2:49'57" ; DC    ;  68,645 ;     mV ;       ; 06:01:44
     2:49'58" ; DC    ;  68,650 ;     mV ;       ; 06:01:45
     2:49'59" ; DC    ;  68,655 ;     mV ;       ; 06:01:46
     2:50'00" ; DC    ;  68,652 ;     mV ;       ; 06:01:47
     2:50'01" ; DC    ;  68,653 ;     mV ;       ; 06:01:48
     2:50'02" ; DC    ;  68,656 ;     mV ;       ; 06:01:49
     2:50'03" ; DC    ;  68,682 ;     mV ;       ; 06:01:50
     2:50'04" ; DC    ;  68,685 ;     mV ;       ; 06:01:51
     2:50'05" ; DC    ;  68,704 ;     mV ;       ; 06:01:52
     2:50'06" ; DC    ;  68,705 ;     mV ;       ; 06:01:53
     2:50'07" ; DC    ;  68,730 ;     mV ;       ; 06:01:54
     2:50'08" ; DC    ;  68,712 ;     mV ;       ; 06:01:55
     2:50'09" ; DC    ;  68,720 ;     mV ;       ; 06:01:56
     2:50'10" ; DC    ;  68,718 ;     mV ;       ; 06:01:57
     2:50'11" ; DC    ;  68,743 ;     mV ;       ; 06:01:58
     2:50'12" ; DC    ;  68,732 ;     mV ;       ; 06:01:59
     2:50'13" ; DC    ;  68,716 ;     mV ;       ; 06:02:00
     2:50'14" ; DC    ;  68,733 ;     mV ;       ; 06:02:01
     2:50'15" ; DC    ;  68,728 ;     mV ;       ; 06:02:02
     2:50'16" ; DC    ;  68,735 ;     mV ;       ; 06:02:03
     2:50'17" ; DC    ;  68,728 ;     mV ;       ; 06:02:04
     2:50'18" ; DC    ;  68,730 ;     mV ;       ; 06:02:05
     2:50'19" ; DC    ;  68,746 ;     mV ;       ; 06:02:06
     2:50'20" ; DC    ;  68,758 ;     mV ;       ; 06:02:07
     2:50'21" ; DC    ;  68,745 ;     mV ;       ; 06:02:08
     2:50'22" ; DC    ;  68,754 ;     mV ;       ; 06:02:09
     2:50'23" ; DC    ;  68,750 ;     mV ;       ; 06:02:10
     2:50'24" ; DC    ;  68,720 ;     mV ;       ; 06:02:11
     2:50'25" ; DC    ;  68,724 ;     mV ;       ; 06:02:12
     2:50'26" ; DC    ;  68,728 ;     mV ;       ; 06:02:13
     2:50'27" ; DC    ;  68,732 ;     mV ;       ; 06:02:14
