[TsDigitalMultiMeterViewer Ver.19.0.0 : Auto save Log-1 [@HID Multimeter] : Date 00:00:00];Geoelectric Helix Radar;Geoelectric Helix Radar
 Elapsed time | Main Value               | Mode  | Date Time
   1:43'08"10 ; DC    ;  66,970 ;     mV ;       ; 00:15:40
   1:43'08"45 ; DC    ;  66,940 ;     mV ;       ; 00:15:41
   1:43'08"80 ; DC    ;  66,940 ;     mV ;       ; 00:15:41
   1:43'09"14 ; DC    ;  66,970 ;     mV ;       ; 00:15:41
   1:43'09"47 ; DC    ;  66,920 ;     mV ;       ; 00:15:42
   1:43'09"81 ; DC    ;  66,950 ;     mV ;       ; 00:15:42
   1:43'10"20 ; DC    ;  66,910 ;     mV ;       ; 00:15:42
   1:43'10"62 ; DC    ;  66,920 ;     mV ;       ; 00:15:43
   1:43'11"00 ; DC    ;  66,900 ;     mV ;       ; 00:15:43
   1:43'11"39 ; DC    ;  66,940 ;     mV ;       ; 00:15:44
   1:43'11"79 ; DC    ;  66,910 ;     mV ;       ; 00:15:44
   1:43'12"12 ; DC    ;  66,880 ;     mV ;       ; 00:15:44
   1:43'12"46 ; DC    ;  66,920 ;     mV ;       ; 00:15:45
   1:43'12"81 ; DC    ;  66,910 ;     mV ;       ; 00:15:45
   1:43'13"16 ; DC    ;  66,950 ;     mV ;       ; 00:15:45
   1:43'13"50 ; DC    ;  66,920 ;     mV ;       ; 00:15:46
   1:43'13"85 ; DC    ;  66,930 ;     mV ;       ; 00:15:46
   1:43'14"19 ; DC    ;  66,950 ;     mV ;       ; 00:15:46
   1:43'14"55 ; DC    ;  66,930 ;     mV ;       ; 00:15:47
   1:43'14"90 ; DC    ;  66,920 ;     mV ;       ; 00:15:47
   1:43'15"25 ; DC    ;  66,950 ;     mV ;       ; 00:15:47
   1:43'15"58 ; DC    ;  66,900 ;     mV ;       ; 00:15:48
   1:43'15"90 ; DC    ;  66,920 ;     mV ;       ; 00:15:48
   1:43'16"22 ; DC    ;  66,910 ;     mV ;       ; 00:15:48
   1:43'16"56 ; DC    ;  66,940 ;     mV ;       ; 00:15:49
   1:43'16"91 ; DC    ;  66,940 ;     mV ;       ; 00:15:49
   1:43'17"25 ; DC    ;  66,920 ;     mV ;       ; 00:15:49
   1:43'17"58 ; DC    ;  66,950 ;     mV ;       ; 00:15:50
   1:43'17"90 ; DC    ;  66,940 ;     mV ;       ; 00:15:50
   1:43'18"23 ; DC    ;  66,940 ;     mV ;       ; 00:15:50
   1:43'18"61 ; DC    ;  66,960 ;     mV ;       ; 00:15:51
   1:43'18"94 ; DC    ;  66,950 ;     mV ;       ; 00:15:51
   1:43'19"27 ; DC    ;  66,920 ;     mV ;       ; 00:15:51
   1:43'19"60 ; DC    ;  66,950 ;     mV ;       ; 00:15:52
   1:43'19"92 ; DC    ;  66,940 ;     mV ;       ; 00:15:52
   1:43'20"26 ; DC    ;  66,950 ;     mV ;       ; 00:15:52
   1:43'20"59 ; DC    ;  66,920 ;     mV ;       ; 00:15:53
   1:43'20"91 ; DC    ;  66,940 ;     mV ;       ; 00:15:53
   1:43'21"25 ; DC    ;  66,920 ;     mV ;       ; 00:15:53
   1:43'21"57 ; DC    ;  66,900 ;     mV ;       ; 00:15:54
   1:43'21"90 ; DC    ;  66,870 ;     mV ;       ; 00:15:54
   1:43'22"22 ; DC    ;  66,870 ;     mV ;       ; 00:15:54
   1:43'22"55 ; DC    ;  66,850 ;     mV ;       ; 00:15:55
   1:43'22"91 ; DC    ;  66,880 ;     mV ;       ; 00:15:55
   1:43'23"25 ; DC    ;  66,880 ;     mV ;       ; 00:15:55
   1:43'23"57 ; DC    ;  66,860 ;     mV ;       ; 00:15:56
   1:43'23"90 ; DC    ;  66,900 ;     mV ;       ; 00:15:56
   1:43'24"24 ; DC    ;  66,860 ;     mV ;       ; 00:15:56
   1:43'24"56 ; DC    ;  66,930 ;     mV ;       ; 00:15:57
   1:43'24"89 ; DC    ;  66,910 ;     mV ;       ; 00:15:57
   1:43'25"21 ; DC    ;  66,920 ;     mV ;       ; 00:15:57
   1:43'25"55 ; DC    ;  66,880 ;     mV ;       ; 00:15:58
   1:43'25"89 ; DC    ;  66,880 ;     mV ;       ; 00:15:58
   1:43'26"25 ; DC    ;  66,900 ;     mV ;       ; 00:15:58
   1:43'26"58 ; DC    ;  66,900 ;     mV ;       ; 00:15:59
   1:43'26"91 ; DC    ;  66,900 ;     mV ;       ; 00:15:59
   1:43'27"30 ; DC    ;  66,920 ;     mV ;       ; 00:15:59
   1:43'27"63 ; DC    ;  66,880 ;     mV ;       ; 00:16:00
   1:43'27"97 ; DC    ;  66,900 ;     mV ;       ; 00:16:00
   1:43'28"30 ; DC    ;  66,920 ;     mV ;       ; 00:16:00
   1:43'28"64 ; DC    ;  66,930 ;     mV ;       ; 00:16:01
   1:43'28"99 ; DC    ;  66,910 ;     mV ;       ; 00:16:01
   1:43'29"33 ; DC    ;  66,920 ;     mV ;       ; 00:16:01
   1:43'29"67 ; DC    ;  66,900 ;     mV ;       ; 00:16:02
   1:43'29"99 ; DC    ;  66,910 ;     mV ;       ; 00:16:02
   1:43'30"32 ; DC    ;  66,860 ;     mV ;       ; 00:16:02
   1:43'30"66 ; DC    ;  66,880 ;     mV ;       ; 00:16:03
   1:43'30"99 ; DC    ;  66,900 ;     mV ;       ; 00:16:03
   1:43'31"30 ; DC    ;  66,920 ;     mV ;       ; 00:16:03
   1:43'31"63 ; DC    ;  66,870 ;     mV ;       ; 00:16:04
   1:43'31"95 ; DC    ;  66,920 ;     mV ;       ; 00:16:04
   1:43'32"32 ; DC    ;  66,870 ;     mV ;       ; 00:16:04
   1:43'32"67 ; DC    ;  66,940 ;     mV ;       ; 00:16:05
   1:43'33"03 ; DC    ;  66,910 ;     mV ;       ; 00:16:05
   1:43'33"37 ; DC    ;  66,910 ;     mV ;       ; 00:16:06
   1:43'33"69 ; DC    ;  66,910 ;     mV ;       ; 00:16:06
   1:43'34"04 ; DC    ;  66,940 ;     mV ;       ; 00:16:06
   1:43'34"39 ; DC    ;  66,910 ;     mV ;       ; 00:16:07
   1:43'34"75 ; DC    ;  66,940 ;     mV ;       ; 00:16:07
   1:43'35"12 ; DC    ;  66,930 ;     mV ;       ; 00:16:07
   1:43'35"47 ; DC    ;  66,920 ;     mV ;       ; 00:16:08
   1:43'35"81 ; DC    ;  66,910 ;     mV ;       ; 00:16:08
   1:43'36"15 ; DC    ;  66,910 ;     mV ;       ; 00:16:08
   1:43'36"51 ; DC    ;  66,910 ;     mV ;       ; 00:16:09
   1:43'36"87 ; DC    ;  66,900 ;     mV ;       ; 00:16:09
   1:43'37"25 ; DC    ;  66,870 ;     mV ;       ; 00:16:09
   1:43'37"57 ; DC    ;  66,860 ;     mV ;       ; 00:16:10
   1:43'37"91 ; DC    ;  66,850 ;     mV ;       ; 00:16:10
   1:43'38"25 ; DC    ;  66,830 ;     mV ;       ; 00:16:10
   1:43'38"61 ; DC    ;  66,840 ;     mV ;       ; 00:16:11
   1:43'38"94 ; DC    ;  66,820 ;     mV ;       ; 00:16:11
   1:43'39"27 ; DC    ;  66,810 ;     mV ;       ; 00:16:11
   1:43'39"62 ; DC    ;  66,860 ;     mV ;       ; 00:16:12
   1:43'39"94 ; DC    ;  66,830 ;     mV ;       ; 00:16:12
   1:43'40"28 ; DC    ;  66,860 ;     mV ;       ; 00:16:12
   1:43'40"68 ; DC    ;  66,870 ;     mV ;       ; 00:16:13
   1:43'41"14 ; DC    ;  66,810 ;     mV ;       ; 00:16:13
   1:43'41"54 ; DC    ;  66,850 ;     mV ;       ; 00:16:14
   1:43'41"92 ; DC    ;  66,840 ;     mV ;       ; 00:16:14
   1:43'42"31 ; DC    ;  66,840 ;     mV ;       ; 00:16:14
   1:43'42"70 ; DC    ;  66,850 ;     mV ;       ; 00:16:15
   1:43'43"11 ; DC    ;  66,840 ;     mV ;       ; 00:16:15
   1:43'43"43 ; DC    ;  66,870 ;     mV ;       ; 00:16:16
   1:43'43"76 ; DC    ;  66,850 ;     mV ;       ; 00:16:16
   1:43'44"10 ; DC    ;  66,880 ;     mV ;       ; 00:16:16
   1:43'45"15 ; DC    ;  66,830 ;     mV ;       ; 00:16:17
   1:43'45"54 ; DC    ;  66,870 ;     mV ;       ; 00:16:18
   1:43'45"93 ; DC    ;  66,870 ;     mV ;       ; 00:16:18
   1:43'46"27 ; DC    ;  66,880 ;     mV ;       ; 00:16:18
   1:43'46"63 ; DC    ;  66,870 ;     mV ;       ; 00:16:19
   1:43'46"97 ; DC    ;  66,840 ;     mV ;       ; 00:16:19
   1:43'47"31 ; DC    ;  66,900 ;     mV ;       ; 00:16:19
   1:43'47"73 ; DC    ;  66,840 ;     mV ;       ; 00:16:20
   1:43'48"07 ; DC    ;  66,870 ;     mV ;       ; 00:16:20
   1:43'48"40 ; DC    ;  66,870 ;     mV ;       ; 00:16:21
   1:43'48"80 ; DC    ;  66,830 ;     mV ;       ; 00:16:21
   1:43'49"20 ; DC    ;  66,880 ;     mV ;       ; 00:16:21
   1:43'49"59 ; DC    ;  66,850 ;     mV ;       ; 00:16:22
   1:43'50"12 ; DC    ;  66,840 ;     mV ;       ; 00:16:22
   1:43'50"52 ; DC    ;  66,870 ;     mV ;       ; 00:16:23
   1:43'50"90 ; DC    ;  66,850 ;     mV ;       ; 00:16:23
   1:43'51"40 ; DC    ;  66,850 ;     mV ;       ; 00:16:24
   1:43'51"75 ; DC    ;  66,830 ;     mV ;       ; 00:16:24
   1:43'52"09 ; DC    ;  66,830 ;     mV ;       ; 00:16:24
   1:43'52"43 ; DC    ;  66,840 ;     mV ;       ; 00:16:25
   1:43'52"77 ; DC    ;  66,840 ;     mV ;       ; 00:16:25
   1:43'53"09 ; DC    ;  66,820 ;     mV ;       ; 00:16:25
   1:43'53"41 ; DC    ;  66,840 ;     mV ;       ; 00:16:26
   1:43'53"74 ; DC    ;  66,820 ;     mV ;       ; 00:16:26
   1:43'54"09 ; DC    ;  66,810 ;     mV ;       ; 00:16:26
   1:43'54"42 ; DC    ;  66,790 ;     mV ;       ; 00:16:27
   1:43'54"79 ; DC    ;  66,830 ;     mV ;       ; 00:16:27
   1:43'55"17 ; DC    ;  66,810 ;     mV ;       ; 00:16:27
   1:43'55"53 ; DC    ;  66,830 ;     mV ;       ; 00:16:28
   1:43'55"87 ; DC    ;  66,810 ;     mV ;       ; 00:16:28
   1:43'56"22 ; DC    ;  66,790 ;     mV ;       ; 00:16:28
   1:43'56"58 ; DC    ;  66,810 ;     mV ;       ; 00:16:29
   1:43'56"90 ; DC    ;  66,780 ;     mV ;       ; 00:16:29
   1:43'57"23 ; DC    ;  66,810 ;     mV ;       ; 00:16:29
   1:43'57"60 ; DC    ;  66,780 ;     mV ;       ; 00:16:30
   1:43'58"03 ; DC    ;  66,790 ;     mV ;       ; 00:16:30
   1:43'58"38 ; DC    ;  66,760 ;     mV ;       ; 00:16:31
   1:43'58"70 ; DC    ;  66,810 ;     mV ;       ; 00:16:31
   1:43'59"02 ; DC    ;  66,780 ;     mV ;       ; 00:16:31
   1:43'59"40 ; DC    ;  66,800 ;     mV ;       ; 00:16:32
   1:43'59"77 ; DC    ;  66,810 ;     mV ;       ; 00:16:32
   1:44'00"21 ; DC    ;  66,800 ;     mV ;       ; 00:16:32
   1:44'00"58 ; DC    ;  66,780 ;     mV ;       ; 00:16:33
   1:44'01"01 ; DC    ;  66,790 ;     mV ;       ; 00:16:33
   1:44'01"41 ; DC    ;  66,780 ;     mV ;       ; 00:16:34
   1:44'01"78 ; DC    ;  66,760 ;     mV ;       ; 00:16:34
   1:44'02"16 ; DC    ;  66,770 ;     mV ;       ; 00:16:34
   1:44'02"50 ; DC    ;  66,740 ;     mV ;       ; 00:16:35
   1:44'02"86 ; DC    ;  66,770 ;     mV ;       ; 00:16:35
   1:44'03"21 ; DC    ;  66,760 ;     mV ;       ; 00:16:35
   1:44'03"61 ; DC    ;  66,790 ;     mV ;       ; 00:16:36
   1:44'04"03 ; DC    ;  66,760 ;     mV ;       ; 00:16:36
   1:44'04"50 ; DC    ;  66,750 ;     mV ;       ; 00:16:37
   1:44'05"00 ; DC    ;  66,750 ;     mV ;       ; 00:16:37
   1:44'05"40 ; DC    ;  66,730 ;     mV ;       ; 00:16:38
   1:44'05"80 ; DC    ;  66,760 ;     mV ;       ; 00:16:38
   1:44'06"15 ; DC    ;  66,780 ;     mV ;       ; 00:16:38
   1:44'06"50 ; DC    ;  66,750 ;     mV ;       ; 00:16:39
   1:44'06"83 ; DC    ;  66,770 ;     mV ;       ; 00:16:39
   1:44'07"16 ; DC    ;  66,790 ;     mV ;       ; 00:16:39
   1:44'07"50 ; DC    ;  66,770 ;     mV ;       ; 00:16:40
   1:44'07"85 ; DC    ;  66,760 ;     mV ;       ; 00:16:40
   1:44'08"22 ; DC    ;  66,770 ;     mV ;       ; 00:16:40
   1:44'08"56 ; DC    ;  66,760 ;     mV ;       ; 00:16:41
   1:44'08"94 ; DC    ;  66,800 ;     mV ;       ; 00:16:41
   1:44'09"38 ; DC    ;  66,770 ;     mV ;       ; 00:16:42
   1:44'09"86 ; DC    ;  66,770 ;     mV ;       ; 00:16:42
   1:44'10"21 ; DC    ;  66,770 ;     mV ;       ; 00:16:42
   1:44'10"66 ; DC    ;  66,780 ;     mV ;       ; 00:16:43
   1:44'11"03 ; DC    ;  66,790 ;     mV ;       ; 00:16:43
   1:44'11"37 ; DC    ;  66,760 ;     mV ;       ; 00:16:44
   1:44'11"69 ; DC    ;  66,800 ;     mV ;       ; 00:16:44
   1:44'12"08 ; DC    ;  66,790 ;     mV ;       ; 00:16:44
   1:44'12"42 ; DC    ;  66,760 ;     mV ;       ; 00:16:45
   1:44'12"75 ; DC    ;  66,800 ;     mV ;       ; 00:16:45
   1:44'13"11 ; DC    ;  66,770 ;     mV ;       ; 00:16:45
   1:44'13"48 ; DC    ;  66,810 ;     mV ;       ; 00:16:46
   1:44'13"82 ; DC    ;  66,780 ;     mV ;       ; 00:16:46
   1:44'14"22 ; DC    ;  66,790 ;     mV ;       ; 00:16:46
   1:44'14"66 ; DC    ;  66,780 ;     mV ;       ; 00:16:47
   1:44'15"20 ; DC    ;  66,780 ;     mV ;       ; 00:16:47
   1:44'15"69 ; DC    ;  66,820 ;     mV ;       ; 00:16:48
   1:44'16"12 ; DC    ;  66,810 ;     mV ;       ; 00:16:48
   1:44'16"53 ; DC    ;  66,780 ;     mV ;       ; 00:16:49
   1:44'16"91 ; DC    ;  66,800 ;     mV ;       ; 00:16:49
   1:44'17"27 ; DC    ;  66,820 ;     mV ;       ; 00:16:49
   1:44'17"61 ; DC    ;  66,780 ;     mV ;       ; 00:16:50
   1:44'17"95 ; DC    ;  66,830 ;     mV ;       ; 00:16:50
   1:44'18"29 ; DC    ;  66,800 ;     mV ;       ; 00:16:50
   1:44'18"63 ; DC    ;  66,810 ;     mV ;       ; 00:16:51
   1:44'18"96 ; DC    ;  66,810 ;     mV ;       ; 00:16:51
   1:44'19"33 ; DC    ;  66,790 ;     mV ;       ; 00:16:51
   1:44'19"67 ; DC    ;  66,780 ;     mV ;       ; 00:16:52
   1:44'20"06 ; DC    ;  66,800 ;     mV ;       ; 00:16:52
   1:44'20"42 ; DC    ;  66,800 ;     mV ;       ; 00:16:53
   1:44'20"78 ; DC    ;  66,820 ;     mV ;       ; 00:16:53
   1:44'21"18 ; DC    ;  66,820 ;     mV ;       ; 00:16:53
   1:44'21"53 ; DC    ;  66,810 ;     mV ;       ; 00:16:54
   1:44'21"86 ; DC    ;  66,820 ;     mV ;       ; 00:16:54
   1:44'22"18 ; DC    ;  66,790 ;     mV ;       ; 00:16:54
   1:44'22"51 ; DC    ;  66,810 ;     mV ;       ; 00:16:55
   1:44'22"83 ; DC    ;  66,770 ;     mV ;       ; 00:16:55
   1:44'23"16 ; DC    ;  66,770 ;     mV ;       ; 00:16:55
   1:44'23"49 ; DC    ;  66,770 ;     mV ;       ; 00:16:56
   1:44'23"83 ; DC    ;  66,760 ;     mV ;       ; 00:16:56
   1:44'24"17 ; DC    ;  66,800 ;     mV ;       ; 00:16:56
   1:44'24"54 ; DC    ;  66,780 ;     mV ;       ; 00:16:57
   1:44'24"88 ; DC    ;  66,810 ;     mV ;       ; 00:16:57
   1:44'25"26 ; DC    ;  66,760 ;     mV ;       ; 00:16:57
   1:44'25"66 ; DC    ;  66,770 ;     mV ;       ; 00:16:58
   1:44'26"04 ; DC    ;  66,800 ;     mV ;       ; 00:16:58
   1:44'26"39 ; DC    ;  66,800 ;     mV ;       ; 00:16:59
   1:44'26"71 ; DC    ;  66,790 ;     mV ;       ; 00:16:59
   1:44'27"04 ; DC    ;  66,790 ;     mV ;       ; 00:16:59
   1:44'27"38 ; DC    ;  66,790 ;     mV ;       ; 00:17:00
   1:44'27"80 ; DC    ;  66,780 ;     mV ;       ; 00:17:00
   1:44'28"13 ; DC    ;  66,790 ;     mV ;       ; 00:17:00
   1:44'28"46 ; DC    ;  66,780 ;     mV ;       ; 00:17:01
   1:44'28"80 ; DC    ;  66,800 ;     mV ;       ; 00:17:01
   1:44'29"21 ; DC    ;  66,810 ;     mV ;       ; 00:17:01
   1:44'29"60 ; DC    ;  66,800 ;     mV ;       ; 00:17:02
   1:44'29"95 ; DC    ;  66,790 ;     mV ;       ; 00:17:02
   1:44'30"32 ; DC    ;  66,810 ;     mV ;       ; 00:17:02
   1:44'30"67 ; DC    ;  66,810 ;     mV ;       ; 00:17:03
   1:44'31"02 ; DC    ;  66,790 ;     mV ;       ; 00:17:03
   1:44'31"38 ; DC    ;  66,770 ;     mV ;       ; 00:17:04
   1:44'31"79 ; DC    ;  66,780 ;     mV ;       ; 00:17:04
   1:44'32"14 ; DC    ;  66,730 ;     mV ;       ; 00:17:04
   1:44'32"58 ; DC    ;  66,780 ;     mV ;       ; 00:17:05
   1:44'32"94 ; DC    ;  66,790 ;     mV ;       ; 00:17:05
   1:44'33"29 ; DC    ;  66,780 ;     mV ;       ; 00:17:05
   1:44'33"72 ; DC    ;  66,810 ;     mV ;       ; 00:17:06
   1:44'34"14 ; DC    ;  66,770 ;     mV ;       ; 00:17:06
   1:44'34"54 ; DC    ;  66,790 ;     mV ;       ; 00:17:07
   1:44'34"99 ; DC    ;  66,780 ;     mV ;       ; 00:17:07
   1:44'35"39 ; DC    ;  66,760 ;     mV ;       ; 00:17:08
   1:44'35"81 ; DC    ;  66,770 ;     mV ;       ; 00:17:08
   1:44'36"22 ; DC    ;  66,750 ;     mV ;       ; 00:17:08
   1:44'36"63 ; DC    ;  66,800 ;     mV ;       ; 00:17:09
   1:44'37"02 ; DC    ;  66,760 ;     mV ;       ; 00:17:09
   1:44'37"45 ; DC    ;  66,740 ;     mV ;       ; 00:17:10
   1:44'37"78 ; DC    ;  66,750 ;     mV ;       ; 00:17:10
   1:44'38"12 ; DC    ;  66,720 ;     mV ;       ; 00:17:10
   1:44'38"59 ; DC    ;  66,760 ;     mV ;       ; 00:17:11
   1:44'38"99 ; DC    ;  66,770 ;     mV ;       ; 00:17:11
   1:44'39"34 ; DC    ;  66,790 ;     mV ;       ; 00:17:12
   1:44'39"77 ; DC    ;  66,770 ;     mV ;       ; 00:17:12
   1:44'40"13 ; DC    ;  66,760 ;     mV ;       ; 00:17:12
   1:44'40"48 ; DC    ;  66,780 ;     mV ;       ; 00:17:13
   1:44'40"84 ; DC    ;  66,730 ;     mV ;       ; 00:17:13
   1:44'41"32 ; DC    ;  66,730 ;     mV ;       ; 00:17:13
   1:44'41"76 ; DC    ;  66,780 ;     mV ;       ; 00:17:14
   1:44'42"19 ; DC    ;  66,760 ;     mV ;       ; 00:17:14
   1:44'42"61 ; DC    ;  66,740 ;     mV ;       ; 00:17:15
   1:44'42"98 ; DC    ;  66,750 ;     mV ;       ; 00:17:15
   1:44'43"31 ; DC    ;  66,730 ;     mV ;       ; 00:17:15
   1:44'43"73 ; DC    ;  66,770 ;     mV ;       ; 00:17:16
   1:44'44"12 ; DC    ;  66,720 ;     mV ;       ; 00:17:16
   1:44'44"50 ; DC    ;  66,700 ;     mV ;       ; 00:17:17
   1:44'44"88 ; DC    ;  66,720 ;     mV ;       ; 00:17:17
   1:44'45"25 ; DC    ;  66,710 ;     mV ;       ; 00:17:17
   1:44'45"59 ; DC    ;  66,740 ;     mV ;       ; 00:17:18
   1:44'46"09 ; DC    ;  66,730 ;     mV ;       ; 00:17:18
   1:44'46"40 ; DC    ;  66,750 ;     mV ;       ; 00:17:19
   1:44'46"71 ; DC    ;  66,760 ;     mV ;       ; 00:17:19
   1:44'47"04 ; DC    ;  66,750 ;     mV ;       ; 00:17:19
   1:44'47"37 ; DC    ;  66,740 ;     mV ;       ; 00:17:20
   1:44'47"80 ; DC    ;  66,770 ;     mV ;       ; 00:17:20
   1:44'48"14 ; DC    ;  66,780 ;     mV ;       ; 00:17:20
   1:44'48"52 ; DC    ;  66,760 ;     mV ;       ; 00:17:21
   1:44'48"86 ; DC    ;  66,770 ;     mV ;       ; 00:17:21
   1:44'49"19 ; DC    ;  66,760 ;     mV ;       ; 00:17:21
   1:44'49"56 ; DC    ;  66,770 ;     mV ;       ; 00:17:22
   1:44'49"96 ; DC    ;  66,770 ;     mV ;       ; 00:17:22
   1:44'50"47 ; DC    ;  66,730 ;     mV ;       ; 00:17:23
   1:44'50"80 ; DC    ;  66,760 ;     mV ;       ; 00:17:23
   1:44'51"15 ; DC    ;  66,770 ;     mV ;       ; 00:17:23
   1:44'51"49 ; DC    ;  66,750 ;     mV ;       ; 00:17:24
   1:44'51"83 ; DC    ;  66,780 ;     mV ;       ; 00:17:24
   1:44'52"15 ; DC    ;  66,770 ;     mV ;       ; 00:17:24
   1:44'52"50 ; DC    ;  66,770 ;     mV ;       ; 00:17:25
   1:44'52"88 ; DC    ;  66,770 ;     mV ;       ; 00:17:25
   1:44'53"29 ; DC    ;  66,740 ;     mV ;       ; 00:17:25
   1:44'53"67 ; DC    ;  66,740 ;     mV ;       ; 00:17:26
   1:44'54"02 ; DC    ;  66,740 ;     mV ;       ; 00:17:26
   1:44'54"45 ; DC    ;  66,740 ;     mV ;       ; 00:17:27
   1:44'54"85 ; DC    ;  66,720 ;     mV ;       ; 00:17:27
   1:44'55"19 ; DC    ;  66,750 ;     mV ;       ; 00:17:27
   1:44'55"53 ; DC    ;  66,710 ;     mV ;       ; 00:17:28
   1:44'55"87 ; DC    ;  66,740 ;     mV ;       ; 00:17:28
   1:44'56"23 ; DC    ;  66,750 ;     mV ;       ; 00:17:28
   1:44'56"56 ; DC    ;  66,710 ;     mV ;       ; 00:17:29
   1:44'56"89 ; DC    ;  66,750 ;     mV ;       ; 00:17:29
   1:44'57"23 ; DC    ;  66,730 ;     mV ;       ; 00:17:29
   1:44'57"65 ; DC    ;  66,730 ;     mV ;       ; 00:17:30
   1:44'58"05 ; DC    ;  66,710 ;     mV ;       ; 00:17:30
   1:44'58"43 ; DC    ;  66,750 ;     mV ;       ; 00:17:31
   1:44'58"85 ; DC    ;  66,730 ;     mV ;       ; 00:17:31
   1:44'59"24 ; DC    ;  66,740 ;     mV ;       ; 00:17:31
   1:44'59"57 ; DC    ;  66,710 ;     mV ;       ; 00:17:32
   1:44'59"91 ; DC    ;  66,740 ;     mV ;       ; 00:17:32
   1:45'00"26 ; DC    ;  66,720 ;     mV ;       ; 00:17:32
   1:45'00"59 ; DC    ;  66,730 ;     mV ;       ; 00:17:33
   1:45'00"91 ; DC    ;  66,700 ;     mV ;       ; 00:17:33
   1:45'01"24 ; DC    ;  66,740 ;     mV ;       ; 00:17:33
   1:45'01"58 ; DC    ;  66,710 ;     mV ;       ; 00:17:34
   1:45'01"90 ; DC    ;  66,720 ;     mV ;       ; 00:17:34
   1:45'02"25 ; DC    ;  66,730 ;     mV ;       ; 00:17:34
   1:45'02"59 ; DC    ;  66,730 ;     mV ;       ; 00:17:35
   1:45'02"94 ; DC    ;  66,720 ;     mV ;       ; 00:17:35
   1:45'03"32 ; DC    ;  66,740 ;     mV ;       ; 00:17:35
   1:45'03"72 ; DC    ;  66,740 ;     mV ;       ; 00:17:36
   1:45'04"06 ; DC    ;  66,730 ;     mV ;       ; 00:17:36
   1:45'04"38 ; DC    ;  66,730 ;     mV ;       ; 00:17:37
   1:45'04"72 ; DC    ;  66,750 ;     mV ;       ; 00:17:37
   1:45'05"06 ; DC    ;  66,730 ;     mV ;       ; 00:17:37
   1:45'05"39 ; DC    ;  66,720 ;     mV ;       ; 00:17:38
   1:45'05"71 ; DC    ;  66,730 ;     mV ;       ; 00:17:38
   1:45'06"04 ; DC    ;  66,720 ;     mV ;       ; 00:17:38
   1:45'06"38 ; DC    ;  66,720 ;     mV ;       ; 00:17:39
   1:45'06"74 ; DC    ;  66,710 ;     mV ;       ; 00:17:39
   1:45'07"10 ; DC    ;  66,730 ;     mV ;       ; 00:17:39
   1:45'07"46 ; DC    ;  66,740 ;     mV ;       ; 00:17:40
   1:45'07"82 ; DC    ;  66,720 ;     mV ;       ; 00:17:40
   1:45'08"20 ; DC    ;  66,720 ;     mV ;       ; 00:17:40
   1:45'08"55 ; DC    ;  66,750 ;     mV ;       ; 00:17:41
   1:45'08"88 ; DC    ;  66,710 ;     mV ;       ; 00:17:41
   1:45'09"22 ; DC    ;  66,730 ;     mV ;       ; 00:17:41
   1:45'09"56 ; DC    ;  66,700 ;     mV ;       ; 00:17:42
   1:45'09"88 ; DC    ;  66,730 ;     mV ;       ; 00:17:42
   1:45'10"22 ; DC    ;  66,720 ;     mV ;       ; 00:17:42
   1:45'10"55 ; DC    ;  66,730 ;     mV ;       ; 00:17:43
   1:45'10"87 ; DC    ;  66,730 ;     mV ;       ; 00:17:43
   1:45'11"19 ; DC    ;  66,730 ;     mV ;       ; 00:17:43
   1:45'11"57 ; DC    ;  66,710 ;     mV ;       ; 00:17:44
   1:45'11"93 ; DC    ;  66,750 ;     mV ;       ; 00:17:44
   1:45'12"29 ; DC    ;  66,750 ;     mV ;       ; 00:17:44
   1:45'12"66 ; DC    ;  66,750 ;     mV ;       ; 00:17:45
   1:45'13"02 ; DC    ;  66,740 ;     mV ;       ; 00:17:45
   1:45'13"35 ; DC    ;  66,670 ;     mV ;       ; 00:17:46
   1:45'13"69 ; DC    ;  66,720 ;     mV ;       ; 00:17:46
   1:45'14"03 ; DC    ;  66,710 ;     mV ;       ; 00:17:46
   1:45'14"36 ; DC    ;  66,710 ;     mV ;       ; 00:17:47
   1:45'14"68 ; DC    ;  66,710 ;     mV ;       ; 00:17:47
   1:45'15"01 ; DC    ;  66,700 ;     mV ;       ; 00:17:47
   1:45'15"34 ; DC    ;  66,700 ;     mV ;       ; 00:17:48
   1:45'15"67 ; DC    ;  66,690 ;     mV ;       ; 00:17:48
   1:45'16"11 ; DC    ;  66,700 ;     mV ;       ; 00:17:48
   1:45'16"46 ; DC    ;  66,730 ;     mV ;       ; 00:17:49
   1:45'16"82 ; DC    ;  66,690 ;     mV ;       ; 00:17:49
   1:45'17"19 ; DC    ;  66,720 ;     mV ;       ; 00:17:49
   1:45'17"57 ; DC    ;  66,740 ;     mV ;       ; 00:17:50
   1:45'17"91 ; DC    ;  66,720 ;     mV ;       ; 00:17:50
   1:45'18"25 ; DC    ;  66,720 ;     mV ;       ; 00:17:50
   1:45'18"58 ; DC    ;  66,700 ;     mV ;       ; 00:17:51
   1:45'18"90 ; DC    ;  66,740 ;     mV ;       ; 00:17:51
   1:45'19"23 ; DC    ;  66,730 ;     mV ;       ; 00:17:51
   1:45'19"55 ; DC    ;  66,750 ;     mV ;       ; 00:17:52
   1:45'19"88 ; DC    ;  66,770 ;     mV ;       ; 00:17:52
   1:45'20"20 ; DC    ;  66,730 ;     mV ;       ; 00:17:52
