[TsDigitalMultiMeterViewer Ver.19.0.0 : Auto save Log-1 [@HID Multimeter] : Date 00:00:00];Geoelectric Helix Radar;Geoelectric Helix Radar
 Elapsed time | Main Value               | Mode  | Date Time
   1:27'27"38 ; DC    ;  66,160 ;     mV ;       ; 00:00:00
   1:27'27"79 ; DC    ;  66,180 ;     mV ;       ; 00:00:00
   1:27'28"15 ; DC    ;  66,190 ;     mV ;       ; 00:00:00
   1:27'28"50 ; DC    ;  66,180 ;     mV ;       ; 00:00:01
   1:27'28"92 ; DC    ;  66,190 ;     mV ;       ; 00:00:01
   1:27'29"32 ; DC    ;  66,190 ;     mV ;       ; 00:00:01
   1:27'29"69 ; DC    ;  66,200 ;     mV ;       ; 00:00:02
   1:27'30"15 ; DC    ;  66,220 ;     mV ;       ; 00:00:02
   1:27'30"51 ; DC    ;  66,220 ;     mV ;       ; 00:00:03
   1:27'30"91 ; DC    ;  66,200 ;     mV ;       ; 00:00:03
   1:27'31"27 ; DC    ;  66,190 ;     mV ;       ; 00:00:03
   1:27'31"66 ; DC    ;  66,230 ;     mV ;       ; 00:00:04
   1:27'32"02 ; DC    ;  66,220 ;     mV ;       ; 00:00:04
   1:27'32"35 ; DC    ;  66,230 ;     mV ;       ; 00:00:05
   1:27'32"69 ; DC    ;  66,270 ;     mV ;       ; 00:00:05
   1:27'33"05 ; DC    ;  66,190 ;     mV ;       ; 00:00:05
   1:27'33"39 ; DC    ;  66,250 ;     mV ;       ; 00:00:06
   1:27'33"75 ; DC    ;  66,190 ;     mV ;       ; 00:00:06
   1:27'34"10 ; DC    ;  66,270 ;     mV ;       ; 00:00:06
   1:27'34"46 ; DC    ;  66,300 ;     mV ;       ; 00:00:07
   1:27'34"79 ; DC    ;  66,280 ;     mV ;       ; 00:00:07
   1:27'35"19 ; DC    ;  66,300 ;     mV ;       ; 00:00:07
   1:27'35"56 ; DC    ;  66,310 ;     mV ;       ; 00:00:08
   1:27'35"91 ; DC    ;  66,310 ;     mV ;       ; 00:00:08
   1:27'36"27 ; DC    ;  66,300 ;     mV ;       ; 00:00:08
   1:27'36"61 ; DC    ;  66,320 ;     mV ;       ; 00:00:09
   1:27'36"94 ; DC    ;  66,310 ;     mV ;       ; 00:00:09
   1:27'37"27 ; DC    ;  66,350 ;     mV ;       ; 00:00:09
   1:27'37"60 ; DC    ;  66,330 ;     mV ;       ; 00:00:10
   1:27'37"93 ; DC    ;  66,340 ;     mV ;       ; 00:00:10
   1:27'38"26 ; DC    ;  66,360 ;     mV ;       ; 00:00:10
   1:27'38"58 ; DC    ;  66,360 ;     mV ;       ; 00:00:11
   1:27'38"91 ; DC    ;  66,360 ;     mV ;       ; 00:00:11
   1:27'39"25 ; DC    ;  66,390 ;     mV ;       ; 00:00:11
   1:27'39"63 ; DC    ;  66,390 ;     mV ;       ; 00:00:12
   1:27'39"99 ; DC    ;  66,390 ;     mV ;       ; 00:00:12
   1:27'40"34 ; DC    ;  66,390 ;     mV ;       ; 00:00:13
   1:27'40"66 ; DC    ;  66,390 ;     mV ;       ; 00:00:13
   1:27'41"01 ; DC    ;  66,420 ;     mV ;       ; 00:00:13
   1:27'41"35 ; DC    ;  66,440 ;     mV ;       ; 00:00:14
   1:27'41"69 ; DC    ;  66,410 ;     mV ;       ; 00:00:14
   1:27'42"03 ; DC    ;  66,440 ;     mV ;       ; 00:00:14
   1:27'42"36 ; DC    ;  66,420 ;     mV ;       ; 00:00:15
   1:27'42"69 ; DC    ;  66,440 ;     mV ;       ; 00:00:15
   1:27'43"04 ; DC    ;  66,420 ;     mV ;       ; 00:00:15
   1:27'43"37 ; DC    ;  66,410 ;     mV ;       ; 00:00:16
   1:27'43"71 ; DC    ;  66,440 ;     mV ;       ; 00:00:16
   1:27'44"05 ; DC    ;  66,450 ;     mV ;       ; 00:00:16
   1:27'44"39 ; DC    ;  66,430 ;     mV ;       ; 00:00:17
   1:27'44"73 ; DC    ;  66,440 ;     mV ;       ; 00:00:17
   1:27'45"10 ; DC    ;  66,430 ;     mV ;       ; 00:00:17
   1:27'45"45 ; DC    ;  66,430 ;     mV ;       ; 00:00:18
   1:27'45"79 ; DC    ;  66,450 ;     mV ;       ; 00:00:18
   1:27'46"13 ; DC    ;  66,460 ;     mV ;       ; 00:00:18
   1:27'46"46 ; DC    ;  66,450 ;     mV ;       ; 00:00:19
   1:27'46"81 ; DC    ;  66,490 ;     mV ;       ; 00:00:19
   1:27'47"17 ; DC    ;  66,480 ;     mV ;       ; 00:00:19
   1:27'47"49 ; DC    ;  66,500 ;     mV ;       ; 00:00:20
   1:27'47"82 ; DC    ;  66,460 ;     mV ;       ; 00:00:20
   1:27'48"16 ; DC    ;  66,480 ;     mV ;       ; 00:00:20
   1:27'48"49 ; DC    ;  66,470 ;     mV ;       ; 00:00:21
   1:27'48"82 ; DC    ;  66,500 ;     mV ;       ; 00:00:21
   1:27'49"14 ; DC    ;  66,480 ;     mV ;       ; 00:00:21
   1:27'49"48 ; DC    ;  66,530 ;     mV ;       ; 00:00:22
   1:27'49"81 ; DC    ;  66,500 ;     mV ;       ; 00:00:22
   1:27'50"17 ; DC    ;  66,560 ;     mV ;       ; 00:00:22
   1:27'50"53 ; DC    ;  66,530 ;     mV ;       ; 00:00:23
   1:27'50"87 ; DC    ;  66,570 ;     mV ;       ; 00:00:23
   1:27'51"22 ; DC    ;  66,520 ;     mV ;       ; 00:00:23
   1:27'51"61 ; DC    ;  66,530 ;     mV ;       ; 00:00:24
   1:27'51"95 ; DC    ;  66,530 ;     mV ;       ; 00:00:24
   1:27'52"31 ; DC    ;  66,520 ;     mV ;       ; 00:00:24
   1:27'52"65 ; DC    ;  66,530 ;     mV ;       ; 00:00:25
   1:27'53"04 ; DC    ;  66,540 ;     mV ;       ; 00:00:25
   1:27'53"43 ; DC    ;  66,560 ;     mV ;       ; 00:00:26
   1:27'53"79 ; DC    ;  66,550 ;     mV ;       ; 00:00:26
   1:27'54"14 ; DC    ;  66,580 ;     mV ;       ; 00:00:26
   1:27'54"50 ; DC    ;  66,550 ;     mV ;       ; 00:00:27
   1:27'54"84 ; DC    ;  66,570 ;     mV ;       ; 00:00:27
   1:27'55"20 ; DC    ;  66,600 ;     mV ;       ; 00:00:27
   1:27'55"54 ; DC    ;  66,590 ;     mV ;       ; 00:00:28
   1:27'55"90 ; DC    ;  66,610 ;     mV ;       ; 00:00:28
   1:27'56"26 ; DC    ;  66,600 ;     mV ;       ; 00:00:28
   1:27'56"61 ; DC    ;  66,630 ;     mV ;       ; 00:00:29
   1:27'56"96 ; DC    ;  66,630 ;     mV ;       ; 00:00:29
   1:27'57"29 ; DC    ;  66,650 ;     mV ;       ; 00:00:29
   1:27'57"62 ; DC    ;  66,640 ;     mV ;       ; 00:00:30
   1:27'57"94 ; DC    ;  66,650 ;     mV ;       ; 00:00:30
   1:27'58"29 ; DC    ;  66,640 ;     mV ;       ; 00:00:30
   1:27'58"64 ; DC    ;  66,650 ;     mV ;       ; 00:00:31
   1:27'58"97 ; DC    ;  66,630 ;     mV ;       ; 00:00:31
   1:27'59"38 ; DC    ;  66,640 ;     mV ;       ; 00:00:32
   1:27'59"73 ; DC    ;  66,640 ;     mV ;       ; 00:00:32
   1:28'00"13 ; DC    ;  66,630 ;     mV ;       ; 00:00:32
   1:28'00"46 ; DC    ;  66,630 ;     mV ;       ; 00:00:33
   1:28'00"88 ; DC    ;  66,640 ;     mV ;       ; 00:00:33
   1:28'01"21 ; DC    ;  66,620 ;     mV ;       ; 00:00:33
   1:28'01"55 ; DC    ;  66,660 ;     mV ;       ; 00:00:34
   1:28'01"89 ; DC    ;  66,620 ;     mV ;       ; 00:00:34
   1:28'02"26 ; DC    ;  66,660 ;     mV ;       ; 00:00:34
   1:28'02"61 ; DC    ;  66,660 ;     mV ;       ; 00:00:35
   1:28'03"05 ; DC    ;  66,650 ;     mV ;       ; 00:00:35
   1:28'03"41 ; DC    ;  66,650 ;     mV ;       ; 00:00:36
   1:28'03"78 ; DC    ;  66,640 ;     mV ;       ; 00:00:36
   1:28'04"12 ; DC    ;  66,650 ;     mV ;       ; 00:00:36
   1:28'04"48 ; DC    ;  66,630 ;     mV ;       ; 00:00:37
   1:28'04"82 ; DC    ;  66,670 ;     mV ;       ; 00:00:37
   1:28'05"17 ; DC    ;  66,650 ;     mV ;       ; 00:00:37
   1:28'05"53 ; DC    ;  66,710 ;     mV ;       ; 00:00:38
   1:28'05"95 ; DC    ;  66,740 ;     mV ;       ; 00:00:38
   1:28'06"31 ; DC    ;  66,690 ;     mV ;       ; 00:00:38
   1:28'06"68 ; DC    ;  66,710 ;     mV ;       ; 00:00:39
   1:28'07"02 ; DC    ;  66,700 ;     mV ;       ; 00:00:39
   1:28'07"36 ; DC    ;  66,670 ;     mV ;       ; 00:00:40
   1:28'07"73 ; DC    ;  66,690 ;     mV ;       ; 00:00:40
   1:28'08"07 ; DC    ;  66,710 ;     mV ;       ; 00:00:40
   1:28'08"40 ; DC    ;  66,690 ;     mV ;       ; 00:00:41
   1:28'08"77 ; DC    ;  66,710 ;     mV ;       ; 00:00:41
   1:28'09"10 ; DC    ;  66,700 ;     mV ;       ; 00:00:41
   1:28'09"44 ; DC    ;  66,710 ;     mV ;       ; 00:00:42
   1:28'09"78 ; DC    ;  66,730 ;     mV ;       ; 00:00:42
   1:28'10"12 ; DC    ;  66,730 ;     mV ;       ; 00:00:42
   1:28'10"44 ; DC    ;  66,700 ;     mV ;       ; 00:00:43
   1:28'10"78 ; DC    ;  66,730 ;     mV ;       ; 00:00:43
   1:28'11"14 ; DC    ;  66,720 ;     mV ;       ; 00:00:43
   1:28'11"48 ; DC    ;  66,710 ;     mV ;       ; 00:00:44
   1:28'11"86 ; DC    ;  66,730 ;     mV ;       ; 00:00:44
   1:28'12"20 ; DC    ;  66,760 ;     mV ;       ; 00:00:44
   1:28'12"54 ; DC    ;  66,730 ;     mV ;       ; 00:00:45
   1:28'12"87 ; DC    ;  66,770 ;     mV ;       ; 00:00:45
   1:28'13"19 ; DC    ;  66,740 ;     mV ;       ; 00:00:45
   1:28'13"53 ; DC    ;  66,750 ;     mV ;       ; 00:00:46
   1:28'13"85 ; DC    ;  66,740 ;     mV ;       ; 00:00:46
   1:28'14"18 ; DC    ;  66,730 ;     mV ;       ; 00:00:46
   1:28'14"52 ; DC    ;  66,740 ;     mV ;       ; 00:00:47
   1:28'14"86 ; DC    ;  66,730 ;     mV ;       ; 00:00:47
   1:28'15"25 ; DC    ;  66,720 ;     mV ;       ; 00:00:47
   1:28'15"59 ; DC    ;  66,740 ;     mV ;       ; 00:00:48
   1:28'15"92 ; DC    ;  66,730 ;     mV ;       ; 00:00:48
   1:28'16"25 ; DC    ;  66,730 ;     mV ;       ; 00:00:48
   1:28'16"57 ; DC    ;  66,750 ;     mV ;       ; 00:00:49
   1:28'16"89 ; DC    ;  66,720 ;     mV ;       ; 00:00:49
   1:28'17"23 ; DC    ;  66,750 ;     mV ;       ; 00:00:49
   1:28'17"58 ; DC    ;  66,750 ;     mV ;       ; 00:00:50
   1:28'17"90 ; DC    ;  66,760 ;     mV ;       ; 00:00:50
   1:28'18"25 ; DC    ;  66,790 ;     mV ;       ; 00:00:50
   1:28'18"65 ; DC    ;  66,770 ;     mV ;       ; 00:00:51
   1:28'18"99 ; DC    ;  66,780 ;     mV ;       ; 00:00:51
   1:28'19"32 ; DC    ;  66,770 ;     mV ;       ; 00:00:51
   1:28'19"68 ; DC    ;  66,770 ;     mV ;       ; 00:00:52
   1:28'20"01 ; DC    ;  66,770 ;     mV ;       ; 00:00:52
   1:28'20"34 ; DC    ;  66,780 ;     mV ;       ; 00:00:53
   1:28'20"66 ; DC    ;  66,790 ;     mV ;       ; 00:00:53
   1:28'21"00 ; DC    ;  66,810 ;     mV ;       ; 00:00:53
   1:28'21"37 ; DC    ;  66,800 ;     mV ;       ; 00:00:54
   1:28'21"74 ; DC    ;  66,820 ;     mV ;       ; 00:00:54
   1:28'22"09 ; DC    ;  66,800 ;     mV ;       ; 00:00:54
   1:28'22"41 ; DC    ;  66,820 ;     mV ;       ; 00:00:55
   1:28'22"74 ; DC    ;  66,830 ;     mV ;       ; 00:00:55
   1:28'23"09 ; DC    ;  66,820 ;     mV ;       ; 00:00:55
   1:28'23"49 ; DC    ;  66,840 ;     mV ;       ; 00:00:56
   1:28'23"84 ; DC    ;  66,850 ;     mV ;       ; 00:00:56
   1:28'24"18 ; DC    ;  66,820 ;     mV ;       ; 00:00:56
   1:28'24"51 ; DC    ;  66,860 ;     mV ;       ; 00:00:57
   1:28'24"85 ; DC    ;  66,850 ;     mV ;       ; 00:00:57
   1:28'25"27 ; DC    ;  66,850 ;     mV ;       ; 00:00:57
   1:28'25"66 ; DC    ;  66,880 ;     mV ;       ; 00:00:58
   1:28'26"01 ; DC    ;  66,880 ;     mV ;       ; 00:00:58
   1:28'26"33 ; DC    ;  66,870 ;     mV ;       ; 00:00:59
   1:28'26"67 ; DC    ;  66,880 ;     mV ;       ; 00:00:59
   1:28'26"99 ; DC    ;  66,860 ;     mV ;       ; 00:00:59
   1:28'27"32 ; DC    ;  66,920 ;     mV ;       ; 00:00:59
   1:28'27"67 ; DC    ;  66,860 ;     mV ;       ; 00:01:00
   1:28'27"99 ; DC    ;  66,870 ;     mV ;       ; 00:01:00
   1:28'28"34 ; DC    ;  66,880 ;     mV ;       ; 00:01:01
   1:28'28"83 ; DC    ;  66,910 ;     mV ;       ; 00:01:01
   1:28'29"24 ; DC    ;  66,920 ;     mV ;       ; 00:01:01
   1:28'29"66 ; DC    ;  66,900 ;     mV ;       ; 00:01:02
   1:28'30"06 ; DC    ;  66,870 ;     mV ;       ; 00:01:02
   1:28'30"41 ; DC    ;  66,880 ;     mV ;       ; 00:01:03
   1:28'30"77 ; DC    ;  66,910 ;     mV ;       ; 00:01:03
   1:28'31"10 ; DC    ;  66,920 ;     mV ;       ; 00:01:03
   1:28'31"43 ; DC    ;  66,900 ;     mV ;       ; 00:01:04
   1:28'31"77 ; DC    ;  66,900 ;     mV ;       ; 00:01:04
   1:28'32"16 ; DC    ;  66,850 ;     mV ;       ; 00:01:04
   1:28'32"53 ; DC    ;  66,910 ;     mV ;       ; 00:01:05
   1:28'32"89 ; DC    ;  66,870 ;     mV ;       ; 00:01:05
   1:28'33"23 ; DC    ;  66,900 ;     mV ;       ; 00:01:05
   1:28'33"73 ; DC    ;  66,910 ;     mV ;       ; 00:01:06
   1:28'34"07 ; DC    ;  66,900 ;     mV ;       ; 00:01:06
   1:28'34"48 ; DC    ;  66,880 ;     mV ;       ; 00:01:07
   1:28'34"90 ; DC    ;  66,930 ;     mV ;       ; 00:01:07
   1:28'35"28 ; DC    ;  66,920 ;     mV ;       ; 00:01:07
   1:28'35"64 ; DC    ;  66,940 ;     mV ;       ; 00:01:08
   1:28'35"98 ; DC    ;  66,870 ;     mV ;       ; 00:01:08
   1:28'36"31 ; DC    ;  66,930 ;     mV ;       ; 00:01:08
   1:28'36"65 ; DC    ;  66,900 ;     mV ;       ; 00:01:09
   1:28'36"98 ; DC    ;  66,930 ;     mV ;       ; 00:01:09
   1:28'37"31 ; DC    ;  66,900 ;     mV ;       ; 00:01:09
   1:28'37"65 ; DC    ;  66,930 ;     mV ;       ; 00:01:10
   1:28'37"97 ; DC    ;  66,920 ;     mV ;       ; 00:01:10
   1:28'38"44 ; DC    ;  66,970 ;     mV ;       ; 00:01:11
   1:28'38"79 ; DC    ;  66,940 ;     mV ;       ; 00:01:11
   1:28'39"14 ; DC    ;  66,970 ;     mV ;       ; 00:01:11
   1:28'39"49 ; DC    ;  66,940 ;     mV ;       ; 00:01:12
   1:28'39"85 ; DC    ;  66,970 ;     mV ;       ; 00:01:12
   1:28'40"22 ; DC    ;  66,950 ;     mV ;       ; 00:01:12
   1:28'40"58 ; DC    ;  66,980 ;     mV ;       ; 00:01:13
   1:28'40"95 ; DC    ;  66,950 ;     mV ;       ; 00:01:13
   1:28'41"33 ; DC    ;  66,940 ;     mV ;       ; 00:01:14
   1:28'41"72 ; DC    ;  66,950 ;     mV ;       ; 00:01:14
   1:28'42"18 ; DC    ;  66,950 ;     mV ;       ; 00:01:14
   1:28'42"57 ; DC    ;  66,990 ;     mV ;       ; 00:01:15
   1:28'42"95 ; DC    ;  66,960 ;     mV ;       ; 00:01:15
   1:28'43"31 ; DC    ;  66,990 ;     mV ;       ; 00:01:15
   1:28'43"69 ; DC    ;  66,960 ;     mV ;       ; 00:01:16
   1:28'44"04 ; DC    ;  66,980 ;     mV ;       ; 00:01:16
   1:28'44"40 ; DC    ;  67,000 ;     mV ;       ; 00:01:17
   1:28'44"79 ; DC    ;  67,000 ;     mV ;       ; 00:01:17
   1:28'45"17 ; DC    ;  67,010 ;     mV ;       ; 00:01:17
   1:28'45"61 ; DC    ;  67,000 ;     mV ;       ; 00:01:18
   1:28'46"02 ; DC    ;  67,010 ;     mV ;       ; 00:01:18
   1:28'46"42 ; DC    ;  67,010 ;     mV ;       ; 00:01:19
   1:28'46"76 ; DC    ;  67,000 ;     mV ;       ; 00:01:19
   1:28'47"08 ; DC    ;  67,040 ;     mV ;       ; 00:01:19
   1:28'47"46 ; DC    ;  67,030 ;     mV ;       ; 00:01:20
   1:28'47"80 ; DC    ;  67,030 ;     mV ;       ; 00:01:20
   1:28'48"14 ; DC    ;  67,050 ;     mV ;       ; 00:01:20
   1:28'48"48 ; DC    ;  67,030 ;     mV ;       ; 00:01:21
   1:28'48"89 ; DC    ;  67,020 ;     mV ;       ; 00:01:21
   1:28'49"32 ; DC    ;  67,060 ;     mV ;       ; 00:01:21
   1:28'49"66 ; DC    ;  67,030 ;     mV ;       ; 00:01:22
   1:28'49"99 ; DC    ;  67,000 ;     mV ;       ; 00:01:22
   1:28'50"35 ; DC    ;  67,040 ;     mV ;       ; 00:01:23
   1:28'50"70 ; DC    ;  67,020 ;     mV ;       ; 00:01:23
   1:28'51"02 ; DC    ;  67,070 ;     mV ;       ; 00:01:23
   1:28'51"36 ; DC    ;  67,040 ;     mV ;       ; 00:01:24
   1:28'51"70 ; DC    ;  67,050 ;     mV ;       ; 00:01:24
   1:28'52"04 ; DC    ;  67,070 ;     mV ;       ; 00:01:24
   1:28'52"38 ; DC    ;  67,060 ;     mV ;       ; 00:01:25
   1:28'52"71 ; DC    ;  67,020 ;     mV ;       ; 00:01:25
   1:28'53"04 ; DC    ;  67,030 ;     mV ;       ; 00:01:25
   1:28'53"38 ; DC    ;  67,030 ;     mV ;       ; 00:01:26
   1:28'53"72 ; DC    ;  67,060 ;     mV ;       ; 00:01:26
   1:28'54"06 ; DC    ;  67,040 ;     mV ;       ; 00:01:26
   1:28'54"39 ; DC    ;  67,060 ;     mV ;       ; 00:01:27
   1:28'54"71 ; DC    ;  67,060 ;     mV ;       ; 00:01:27
   1:28'55"05 ; DC    ;  67,080 ;     mV ;       ; 00:01:27
   1:28'55"39 ; DC    ;  67,050 ;     mV ;       ; 00:01:28
   1:28'55"75 ; DC    ;  67,070 ;     mV ;       ; 00:01:28
   1:28'56"09 ; DC    ;  67,060 ;     mV ;       ; 00:01:28
   1:28'56"42 ; DC    ;  67,070 ;     mV ;       ; 00:01:29
   1:28'56"74 ; DC    ;  67,070 ;     mV ;       ; 00:01:29
   1:28'57"07 ; DC    ;  67,070 ;     mV ;       ; 00:01:29
   1:28'57"44 ; DC    ;  67,050 ;     mV ;       ; 00:01:30
   1:28'57"77 ; DC    ;  67,030 ;     mV ;       ; 00:01:30
   1:28'58"11 ; DC    ;  67,070 ;     mV ;       ; 00:01:30
   1:28'58"43 ; DC    ;  67,080 ;     mV ;       ; 00:01:31
   1:28'58"79 ; DC    ;  67,090 ;     mV ;       ; 00:01:31
   1:28'59"14 ; DC    ;  67,090 ;     mV ;       ; 00:01:31
   1:28'59"47 ; DC    ;  67,120 ;     mV ;       ; 00:01:32
   1:28'59"80 ; DC    ;  67,100 ;     mV ;       ; 00:01:32
   1:29'00"14 ; DC    ;  67,120 ;     mV ;       ; 00:01:32
   1:29'00"48 ; DC    ;  67,100 ;     mV ;       ; 00:01:33
   1:29'00"81 ; DC    ;  67,120 ;     mV ;       ; 00:01:33
   1:29'01"13 ; DC    ;  67,150 ;     mV ;       ; 00:01:33
   1:29'01"47 ; DC    ;  67,130 ;     mV ;       ; 00:01:34
   1:29'01"81 ; DC    ;  67,170 ;     mV ;       ; 00:01:34
   1:29'02"20 ; DC    ;  67,120 ;     mV ;       ; 00:01:34
   1:29'02"55 ; DC    ;  67,150 ;     mV ;       ; 00:01:35
   1:29'02"90 ; DC    ;  67,130 ;     mV ;       ; 00:01:35
   1:29'03"21 ; DC    ;  67,120 ;     mV ;       ; 00:01:35
   1:29'03"55 ; DC    ;  67,140 ;     mV ;       ; 00:01:36
   1:29'03"88 ; DC    ;  67,130 ;     mV ;       ; 00:01:36
   1:29'04"22 ; DC    ;  67,130 ;     mV ;       ; 00:01:36
   1:29'04"56 ; DC    ;  67,150 ;     mV ;       ; 00:01:37
   1:29'04"89 ; DC    ;  67,130 ;     mV ;       ; 00:01:37
   1:29'05"21 ; DC    ;  67,150 ;     mV ;       ; 00:01:37
   1:29'05"64 ; DC    ;  67,140 ;     mV ;       ; 00:01:38
   1:29'05"99 ; DC    ;  67,130 ;     mV ;       ; 00:01:38
   1:29'06"32 ; DC    ;  67,160 ;     mV ;       ; 00:01:38
   1:29'06"67 ; DC    ;  67,140 ;     mV ;       ; 00:01:39
   1:29'06"99 ; DC    ;  67,140 ;     mV ;       ; 00:01:39
   1:29'07"32 ; DC    ;  67,160 ;     mV ;       ; 00:01:39
   1:29'07"65 ; DC    ;  67,120 ;     mV ;       ; 00:01:40
   1:29'07"99 ; DC    ;  67,140 ;     mV ;       ; 00:01:40
   1:29'08"33 ; DC    ;  67,120 ;     mV ;       ; 00:01:40
   1:29'08"65 ; DC    ;  67,140 ;     mV ;       ; 00:01:41
   1:29'09"04 ; DC    ;  67,140 ;     mV ;       ; 00:01:41
   1:29'09"40 ; DC    ;  67,170 ;     mV ;       ; 00:01:42
   1:29'09"74 ; DC    ;  67,130 ;     mV ;       ; 00:01:42
   1:29'10"07 ; DC    ;  67,180 ;     mV ;       ; 00:01:42
   1:29'10"39 ; DC    ;  67,140 ;     mV ;       ; 00:01:43
   1:29'10"73 ; DC    ;  67,130 ;     mV ;       ; 00:01:43
   1:29'11"06 ; DC    ;  67,140 ;     mV ;       ; 00:01:43
   1:29'11"38 ; DC    ;  67,120 ;     mV ;       ; 00:01:44
   1:29'11"71 ; DC    ;  67,130 ;     mV ;       ; 00:01:44
   1:29'12"05 ; DC    ;  67,160 ;     mV ;       ; 00:01:44
   1:29'12"43 ; DC    ;  67,150 ;     mV ;       ; 00:01:45
   1:29'12"83 ; DC    ;  67,190 ;     mV ;       ; 00:01:45
   1:29'13"16 ; DC    ;  67,190 ;     mV ;       ; 00:01:45
   1:29'13"50 ; DC    ;  67,160 ;     mV ;       ; 00:01:46
   1:29'13"85 ; DC    ;  67,190 ;     mV ;       ; 00:01:46
   1:29'14"18 ; DC    ;  67,170 ;     mV ;       ; 00:01:46
   1:29'14"50 ; DC    ;  67,190 ;     mV ;       ; 00:01:47
   1:29'14"85 ; DC    ;  67,170 ;     mV ;       ; 00:01:47
   1:29'15"17 ; DC    ;  67,160 ;     mV ;       ; 00:01:47
   1:29'15"49 ; DC    ;  67,180 ;     mV ;       ; 00:01:48
   1:29'15"90 ; DC    ;  67,190 ;     mV ;       ; 00:01:48
   1:29'16"27 ; DC    ;  67,180 ;     mV ;       ; 00:01:48
   1:29'16"66 ; DC    ;  67,160 ;     mV ;       ; 00:01:49
   1:29'17"00 ; DC    ;  67,170 ;     mV ;       ; 00:01:49
   1:29'17"32 ; DC    ;  67,190 ;     mV ;       ; 00:01:49
   1:29'17"65 ; DC    ;  67,180 ;     mV ;       ; 00:01:50
   1:29'17"98 ; DC    ;  67,200 ;     mV ;       ; 00:01:50
   1:29'18"30 ; DC    ;  67,190 ;     mV ;       ; 00:01:50
   1:29'18"63 ; DC    ;  67,230 ;     mV ;       ; 00:01:51
   1:29'18"98 ; DC    ;  67,190 ;     mV ;       ; 00:01:51
   1:29'19"33 ; DC    ;  67,180 ;     mV ;       ; 00:01:51
   1:29'19"67 ; DC    ;  67,190 ;     mV ;       ; 00:01:52
   1:29'20"01 ; DC    ;  67,180 ;     mV ;       ; 00:01:52
   1:29'20"38 ; DC    ;  67,170 ;     mV ;       ; 00:01:53
   1:29'20"72 ; DC    ;  67,200 ;     mV ;       ; 00:01:53
   1:29'21"09 ; DC    ;  67,160 ;     mV ;       ; 00:01:53
   1:29'21"51 ; DC    ;  67,190 ;     mV ;       ; 00:01:54
   1:29'21"91 ; DC    ;  67,210 ;     mV ;       ; 00:01:54
   1:29'22"25 ; DC    ;  67,180 ;     mV ;       ; 00:01:54
   1:29'22"67 ; DC    ;  67,200 ;     mV ;       ; 00:01:55
   1:29'23"06 ; DC    ;  67,200 ;     mV ;       ; 00:01:55
   1:29'23"38 ; DC    ;  67,190 ;     mV ;       ; 00:01:56
   1:29'23"76 ; DC    ;  67,220 ;     mV ;       ; 00:01:56
   1:29'24"22 ; DC    ;  67,190 ;     mV ;       ; 00:01:56
   1:29'24"63 ; DC    ;  67,240 ;     mV ;       ; 00:01:57
   1:29'25"01 ; DC    ;  67,230 ;     mV ;       ; 00:01:57
   1:29'25"36 ; DC    ;  67,240 ;     mV ;       ; 00:01:58
   1:29'25"78 ; DC    ;  67,240 ;     mV ;       ; 00:01:58
   1:29'26"22 ; DC    ;  67,230 ;     mV ;       ; 00:01:58
   1:29'26"59 ; DC    ;  67,250 ;     mV ;       ; 00:01:59
   1:29'26"91 ; DC    ;  67,250 ;     mV ;       ; 00:01:59
   1:29'27"24 ; DC    ;  67,240 ;     mV ;       ; 00:01:59
   1:29'27"58 ; DC    ;  67,260 ;     mV ;       ; 00:02:00
   1:29'27"90 ; DC    ;  67,250 ;     mV ;       ; 00:02:00
   1:29'28"26 ; DC    ;  67,270 ;     mV ;       ; 00:02:00
   1:29'28"63 ; DC    ;  67,260 ;     mV ;       ; 00:02:01
   1:29'28"99 ; DC    ;  67,270 ;     mV ;       ; 00:02:01
   1:29'29"37 ; DC    ;  67,290 ;     mV ;       ; 00:02:02
   1:29'29"81 ; DC    ;  67,260 ;     mV ;       ; 00:02:02
   1:29'30"20 ; DC    ;  67,280 ;     mV ;       ; 00:02:02
   1:29'30"57 ; DC    ;  67,270 ;     mV ;       ; 00:02:03
   1:29'30"89 ; DC    ;  67,250 ;     mV ;       ; 00:02:03
   1:29'31"22 ; DC    ;  67,270 ;     mV ;       ; 00:02:03
   1:29'31"58 ; DC    ;  67,270 ;     mV ;       ; 00:02:04
   1:29'31"98 ; DC    ;  67,290 ;     mV ;       ; 00:02:04
   1:29'32"33 ; DC    ;  67,260 ;     mV ;       ; 00:02:04
   1:29'32"69 ; DC    ;  67,300 ;     mV ;       ; 00:02:05
   1:29'33"13 ; DC    ;  67,280 ;     mV ;       ; 00:02:05
   1:29'33"54 ; DC    ;  67,300 ;     mV ;       ; 00:02:06
   1:29'33"88 ; DC    ;  67,290 ;     mV ;       ; 00:02:06
   1:29'34"26 ; DC    ;  67,280 ;     mV ;       ; 00:02:06
   1:29'34"60 ; DC    ;  67,280 ;     mV ;       ; 00:02:07
   1:29'34"98 ; DC    ;  67,260 ;     mV ;       ; 00:02:07
   1:29'35"33 ; DC    ;  67,290 ;     mV ;       ; 00:02:08
   1:29'35"66 ; DC    ;  67,280 ;     mV ;       ; 00:02:08
   1:29'35"99 ; DC    ;  67,300 ;     mV ;       ; 00:02:08
   1:29'36"33 ; DC    ;  67,310 ;     mV ;       ; 00:02:08
